step time_fs KE_kcal_mol PE_kcal_mol TE_kcal_mol T_K
87 87.000000 26.4458276307 73.5415124423 99.9873400730 554.502377
88 88.000000 26.4190649258 73.5664734509 99.9855383766 553.941230
89 89.000000 26.4287644406 73.5487914620 99.9775559025 554.144605
90 90.000000 26.3824516734 73.5941581485 99.9766098218 553.173543
91 91.000000 26.2749433022 73.7087777196 99.9837210218 550.919363
92 92.000000 26.2022852004 73.7852584710 99.9875436714 549.395906
93 93.000000 26.2159719075 73.7662383087 99.9822102162 549.682881
94 94.000000 26.2453081610 73.7303184869 99.9756266479 550.297989
95 95.000000 26.2024023413 73.7758602630 99.9782626043 549.398362
96 96.000000 26.1156788216 73.8705312438 99.9862100655 547.579988
97 97.000000 26.0798324346 73.9063481438 99.9861805784 546.828380
98 98.000000 26.0952482352 73.8829809504 99.9782291855 547.151610
99 99.000000 26.0683376762 73.9072866263 99.9756243026 546.587364
100 100.000000 25.9715637045 74.0105573627 99.9821210672 544.558257
101 101.000000 25.8918061114 74.0953914471 99.9871975586 542.885941
102 102.000000 25.8967241385 74.0863532499 99.9830773884 542.989060
103 103.000000 25.9322030061 74.0436233109 99.9758263170 543.732962
104 104.000000 25.9030216684 74.0738084290 99.9768300974 543.121103
105 105.000000 25.8187234376 74.1661372048 99.9848606424 541.353582
106 106.000000 25.7759008090 74.2106703996 99.9865712086 540.455699
107 107.000000 25.7956700138 74.1833636779 99.9790336916 540.870210
108 108.000000 25.7883985798 74.1864999782 99.9748985580 540.717746
109 109.000000 25.7062113199 74.2742821654 99.9804934852 538.994486
110 110.000000 25.6232815287 74.3633129227 99.9865944513 537.255657
111 111.000000 25.6202284134 74.3636074864 99.9838358998 537.191641
112 112.000000 25.6611733775 74.3150676311 99.9762410086 538.050154
113 113.000000 25.6473151808 74.3282926837 99.9756078645 537.759583
114 114.000000 25.5688652365 74.4144863966 99.9833516331 536.114685
115 115.000000 25.5198025826 74.4668983606 99.9867009433 535.085965
116 116.000000 25.5410437941 74.4388814729 99.9799252669 535.531339
117 117.000000 25.5515086570 74.4229343961 99.9744430531 535.750761
118 118.000000 25.4856810413 74.4932082850 99.9788893264 534.370522
119 119.000000 25.4021117852 74.5836444304 99.9857562156 532.618285
120 120.000000 25.3908902955 74.5935612614 99.9844515569 532.382999
121 121.000000 25.4353663111 74.5414631070 99.9768294181 533.315549
122 122.000000 25.4369055447 74.5377132178 99.9746187625 533.347823
123 123.000000 25.3667290921 74.6150072877 99.9817363799 531.876399
124 124.000000 25.3119545542 74.6746022360 99.9865567902 530.727915
125 125.000000 25.3314724313 74.6493757388 99.9808481702 531.137156
126 126.000000 25.3567478964 74.6175060965 99.9742539929 531.667119
127 127.000000 25.3079119878 74.6694408097 99.9773527975 530.643153
128 128.000000 25.2256473150 74.7590569376 99.9847042527 528.918270
129 129.000000 25.2058081074 74.7790828156 99.9848909230 528.502292
130 130.000000 25.2513085214 74.7262369600 99.9775454814 529.456321
131 131.000000 25.2673641397 74.7065122130 99.9738763527 529.792966
132 132.000000 25.2073249512 74.7727424771 99.9800674283 528.534096
133 133.000000 25.1475964674 74.8385351290 99.9861315964 527.281740
134 134.000000 25.1624105013 74.8193324522 99.9817429536 527.592353
135 135.000000 25.1990542949 74.7752628199 99.9743171148 528.360681
136 136.000000 25.1670823259 74.8088422487 99.9759245746 527.690309
137 137.000000 25.0877946889 74.8956694464 99.9834641353 526.027847
138 138.000000 25.0589834392 74.9261421006 99.9851255398 525.423748
139 139.000000 25.1028045694 74.8755363849 99.9783409543 526.342567
140 140.000000 25.1318378283 74.8415479985 99.9733858267 526.951321
141 141.000000 25.0833996312 74.8949984791 99.9783981103 525.935694
142 142.000000 25.0198594115 74.9655695795 99.9854289910 524.603416
143 143.000000 25.0274785785 74.9550733793 99.9825519578 524.763171
144 144.000000 25.0718283157 74.9027814959 99.9746098116 525.693073
145 145.000000 25.0560222299 74.9186202590 99.9746424889 525.361659
146 146.000000 24.9812477295 75.0008197433 99.9820674728 523.793826
147 147.000000 24.9434016211 75.0417329706 99.9851345917 523.000289
148 148.000000 24.9829142689 74.9962536153 99.9791678842 523.828769
149 149.000000 25.0229635502 74.9501811715 99.9731447216 524.668502
150 150.000000 24.9872963252 74.9894855455 99.9767818707 523.920650
151 151.000000 24.9215545519 75.0629105213 99.9844650732 522.542211
152 152.000000 24.9201878102 75.0630352201 99.9832230303 522.513554
153 153.000000 24.9686224767 75.0064801219 99.9751025986 523.529106
154 154.000000 24.9678762275 75.0056647199 99.9735409475 523.513459
155 155.000000 24.8991092701 75.0814426757 99.9805519458 522.071590
156 156.000000 24.8526118530 75.1322942638 99.9849061168 521.096656
157 157.000000 24.8855144058 75.0944662028 99.9799806086 521.786540
158 158.000000 24.9344468016 75.0386969306 99.9731437323 522.812529
159 159.000000 24.9125647824 75.0627059029 99.9752706853 522.353718
160 160.000000 24.8467972083 75.1364708436 99.9832680519 520.974738
161 161.000000 24.8355684826 75.1481434836 99.9837119662 520.739299
162 162.000000 24.8847926668 75.0909677589 99.9757604257 521.771407
163 163.000000 24.8977836909 75.0748661652 99.9726498560 522.043796
164 164.000000 24.8365806263 75.1423795103 99.9789601366 520.760522
165 165.000000 24.7824076966 75.2020292197 99.9844369164 519.624652
166 166.000000 24.8069762425 75.1737607684 99.9807370108 520.139792
167 167.000000 24.8627650554 75.1106024937 99.9733675491 521.309543
168 168.000000 24.8557115338 75.1182015677 99.9739131014 521.161648
169 169.000000 24.7927883373 75.1890879581 99.9818762955 519.842308
170 170.000000 24.7719615295 75.2120220776 99.9839836071 519.405622
171 171.000000 24.8193068118 75.1572370170 99.9765438287 520.398333
172 172.000000 24.8447111065 75.1272822505 99.9719933570 520.930997
173 173.000000 24.7927962123 75.1845411636 99.9773373759 519.842473
174 174.000000 24.7326342148 75.2510968162 99.9837310311 518.581027
175 175.000000 24.7479338631 75.2334647462 99.9813986093 518.901822
176 176.000000 24.8089155872 75.1648797957 99.9737953829 520.180455
177 177.000000 24.8179511113 75.1548008377 99.9727519490 520.369908
178 178.000000 24.7615579622 75.2187767523 99.9803347145 519.187485
179 179.000000 24.7327225981 75.2512884512 99.9840110493 518.582880
180 180.000000 24.7764022798 75.2010072880 99.9774095678 519.498733
181 181.000000 24.8130673227 75.1585212226 99.9715885452 520.267507
182 182.000000 24.7723764443 75.2033522538 99.9757286981 519.414322
183 183.000000 24.7086362014 75.2741602153 99.9827964167 518.077849
184 184.000000 24.7145906716 75.2673380812 99.9819287528 518.202700
185 185.000000 24.7795744261 75.1948260607 99.9744004868 519.565245
186 186.000000 24.8062336921 75.1655876964 99.9718213885 520.124223
187 187.000000 24.7608519555 75.2178370218 99.9786889774 519.172682
188 188.000000 24.7269255119 75.2568463378 99.9837718497 518.461330
189 189.000000 24.7660794864 75.2122304570 99.9783099434 519.282290
190 190.000000 24.8129868766 75.1584574849 99.9714443615 520.265820
191 191.000000 24.7854843447 75.1886909848 99.9741753295 519.689161
192 192.000000 24.7210307624 75.2606088179 99.9816395802 518.337732
193 193.000000 24.7181269181 75.2641609828 99.9822879008 518.276846
194 194.000000 24.7860771044 75.1890702893 99.9751473937 519.701590
195 195.000000 24.8317766343 75.1393659177 99.9711425520 520.659794
196 196.000000 24.8021925248 75.1747845254 99.9769770502 520.039490
197 197.000000 24.7669007175 75.2163392063 99.9832399238 519.299509
198 198.000000 24.8010766637 75.1781128799 99.9791895436 520.016093
199 199.000000 24.8567410547 75.1148202282 99.9715612829 521.183235
200 200.000000 24.8436745244 75.1290383488 99.9727128732 520.909263
201 201.000000 24.7809344725 75.1993256274 99.9802601000 519.593762
202 202.000000 24.7691679635 75.2132584410 99.9824264044 519.347048
203 203.000000 24.8379647012 75.1380214498 99.9759861510 520.789542
204 204.000000 24.9025695540 75.0681487387 99.9707182927 522.144143
205 205.000000 24.8922867538 75.0829342987 99.9752210525 521.928539
206 206.000000 24.8585278280 75.1238480840 99.9823759119 521.220699
207 207.000000 24.8860581589 75.0939224231 99.9799805819 521.797941
208 208.000000 24.9468847498 75.0250503321 99.9719350819 523.073321
209 209.000000 24.9470905191 75.0242890404 99.9713795595 523.077636
210 210.000000 24.8862481391 75.0924083474 99.9786564865 521.801924
211 211.000000 24.8630593725 75.1192257600 99.9822851325 521.315714
212 212.000000 24.9270294771 75.0498219965 99.9768514736 522.657006
213 213.000000 25.0059749821 74.9645627989 99.9705377810 524.312294
214 214.000000 25.0141429987 74.9592959166 99.9734389153 524.483557
215 215.000000 24.9810732899 75.0000651316 99.9811384215 523.790169
216 216.000000 24.9965160821 74.9840950707 99.9806111527 524.113965
217 217.000000 25.0545769970 74.9179971914 99.9725741884 525.331356
218 218.000000 25.0625832315 74.9076685042 99.9702517358 525.499227
219 219.000000 24.9999971911 74.9768738818 99.9768710729 524.186955
220 220.000000 24.9587787921 75.0230558551 99.9818346472 523.322709
221 221.000000 25.0069296792 74.9707643970 99.9776940762 524.332312
222 222.000000 25.0890348198 74.8815837997 99.9706186196 526.053850
223 223.000000 25.1082768789 74.8634375224 99.9717144014 526.457307
224 224.000000 25.0700157617 74.9095436356 99.9795593972 525.655068
225 225.000000 25.0641989628 74.9168480869 99.9810470497 525.533105
226 226.000000 25.1083652208 74.8651537539 99.9735189746 526.459160
227 227.000000 25.1163960245 74.8530875579 99.9694835824 526.627545
228 228.000000 25.0476708394 74.9273864253 99.9750572646 525.186551
229 229.000000 24.9819394182 74.9992022846 99.9811417029 523.808329
230 230.000000 25.0027307349 74.9757967944 99.9785275293 524.244271
231 231.000000 25.0749912023 74.8960574003 99.9710486027 525.759391
232 232.000000 25.0963878263 74.8738751828 99.9702630091 526.208024
233 233.000000 25.0481634342 74.9296520389 99.9778154731 525.196880
234 234.000000 25.0159354416 74.9653602638 99.9812957054 524.521140
235 235.000000 25.0403456881 74.9344141315 99.9747598196 525.032961
236 236.000000 25.0466698734 74.9225345594 99.9692044329 525.165564
237 237.000000 24.9753077734 74.9980928621 99.9734006355 523.669280
238 238.000000 24.8884235254 75.0918774750 99.9803010004 521.847536
239 239.000000 24.8804170130 75.0989251198 99.9793421328 521.679660
240 240.000000 24.9386036818 75.0332537008 99.9718573826 522.899688
241 241.000000 24.9613231871 75.0079471425 99.9692703297 523.376059
242 242.000000 24.9079722046 75.0681140889 99.9760862935 522.257423
243 243.000000 24.8556095829 75.1256854384 99.9812950214 521.159511
244 244.000000 24.8652463233 75.1108539377 99.9761002610 521.361569
245 245.000000 24.8771428064 75.0921952751 99.9693380815 521.611008
246 246.000000 24.8154714435 75.1564662189 99.9719376624 520.317915
247 247.000000 24.7209660134 75.2583260492 99.9792920626 518.336374
248 248.000000 24.6933956683 75.2866004683 99.9799961366 517.758294
249 249.000000 24.7424743616 75.2304125938 99.9728869554 518.787350
250 250.000000 24.7726906078 75.1960172091 99.9687078168 519.420909
251 251.000000 24.7249328751 75.2494820554 99.9744149305 518.419549
252 252.000000 24.6639632341 75.3169817962 99.9809450304 517.141170
253 253.000000 24.6668744492 75.3104305699 99.9773050191 517.202211
254 254.000000 24.6915062254 75.2782204253 99.9697266507 517.718677
255 255.000000 24.6502600555 75.3203754943 99.9706355498 516.853849
256 256.000000 24.5608590233 75.4172190461 99.9780780694 514.979334
257 257.000000 24.5232109604 75.4571518593 99.9803628197 514.189949
258 258.000000 24.5680418170 75.4059181194 99.9739599364 515.129939
259 259.000000 24.6102318577 75.3582398915 99.9684717492 516.014558
260 260.000000 24.5757099214 75.3971036218 99.9728135433 515.290720
261 261.000000 24.5139710636 75.4662721872 99.9802432508 513.996212
262 262.000000 24.5135388547 75.4647452732 99.9782841279 513.987149
263 263.000000 24.5517198510 75.4185814161 99.9703012671 514.787709
264 264.000000 24.5344326639 75.4350812246 99.9695138885 514.425240
265 265.000000 24.4565062502 75.5201923691 99.9766986193 512.791319
266 266.000000 24.4133967965 75.5670261162 99.9804229127 511.887423
267 267.000000 24.4546771102 75.5203168110 99.9749939213 512.752967
268 268.000000 24.5087952277 75.4597084336 99.9685036612 513.887688
269 269.000000 24.4902166547 75.4811040929 99.9713207477 513.498142
270 270.000000 24.4309700191 75.5482804165 99.9792504356 512.255889
271 271.000000 24.4263715048 75.5526573840 99.9790288889 512.159470
272 272.000000 24.4742758043 75.4967647780 99.9710405823 513.163902
273 273.000000 24.4794247781 75.4891869769 99.9686117550 513.271863
274 274.000000 24.4148665298 75.5603518649 99.9752183947 511.918239
275 275.000000 24.3675831687 75.6126156616 99.9801988303 510.926826
276 276.000000 24.4033654361 75.5725863185 99.9759517547 511.677090
277 277.000000 24.4666340043 75.5021371183 99.9687711226 513.003673
278 278.000000 24.4639129140 75.5060652365 99.9699781505 512.946619
279 279.000000 24.4083238294 75.5697029624 99.9780267919 511.781055
280 280.000000 24.3973856954 75.5821455369 99.9795312323 511.551710
281 281.000000 24.4496696404 75.5222448676 99.9719145080 512.647973
282 282.000000 24.4737303710 75.4942239185 99.9679542895 513.152466
283 283.000000 24.4226558702 75.5510368036 99.9736926738 512.081562
284 284.000000 24.3714307611 75.6082803102 99.9797110712 511.007501
285 285.000000 24.3990688733 75.5777314397 99.9768003130 511.587002
286 286.000000 24.4677517739 75.5014908188 99.9692425927 513.027110
287 287.000000 24.4797036139 75.4891161748 99.9688197886 513.277710
288 288.000000 24.4284991024 75.5481239628 99.9766230653 512.204080
289 289.000000 24.4093713961 75.5704007903 99.9797721863 511.803020
290 290.000000 24.4608391821 75.5120375349 99.9728767170 512.882170
291 291.000000 24.4998195883 75.4677322094 99.9675517976 513.699491
292 292.000000 24.4618985406 75.5102697479 99.9721682885 512.904382
293 293.000000 24.4070551878 75.5719204438 99.9789756317 511.754455
294 294.000000 24.4241954806 75.5533081642 99.9775036448 512.113844
295 295.000000 24.4944487213 75.4754322509 99.9698809722 513.586877
296 296.000000 24.5194898393 75.4483821899 99.9678720292 514.111927
297 297.000000 24.4735377064 75.5015503876 99.9750880940 513.148426
298 298.000000 24.4452646016 75.5344670735 99.9797316751 512.555610
299 299.000000 24.4914628806 75.4824081089 99.9738709895 513.524272
300 300.000000 24.5414231475 75.4259805138 99.9674036613 514.571813
301 301.000000 24.5162895382 75.4543994183 99.9706889565 514.044824
302 302.000000 24.4586139185 75.5193959819 99.9780099004 512.835512
303 303.000000 24.4635711185 75.5144549858 99.9780261042 512.939452
304 304.000000 24.5317828491 75.4388606421 99.9706434912 514.369680
305 305.000000 24.5681424781 75.3990109018 99.9671533799 515.132050
306 306.000000 24.5285265324 75.4449464885 99.9734730209 514.301403
307 307.000000 24.4911282351 75.4882683723 99.9793966074 513.517255
308 308.000000 24.5285109897 75.4463259023 99.9748368920 514.301077
309 309.000000 24.5857000252 75.3817997405 99.9674997658 515.500187
310 310.000000 24.5729946967 75.3963024211 99.9692971178 515.233789
311 311.000000 24.5137731863 75.4630634382 99.9768366245 513.992063
312 312.000000 24.5056440153 75.4726920329 99.9783360482 513.821615
313 313.000000 24.5685827913 75.4029004080 99.9714831992 515.141282
314 314.000000 24.6143558521 75.3523178820 99.9666737341 516.101028
315 315.000000 24.5822839026 75.3895477618 99.9718316644 515.428560
316 316.000000 24.5366676393 75.4420975664 99.9787652057 514.472102
317 317.000000 24.5626255542 75.4130884697 99.9757140239 515.016374
318 318.000000 24.6235153572 75.3443054769 99.9678208341 516.293080
319 319.000000 24.6228178917 75.3452156506 99.9680335423 516.278456
320 320.000000 24.5637493277 75.4117363230 99.9754856506 515.039937
321 321.000000 24.5424176669 75.4359910040 99.9784086709 514.592665
322 322.000000 24.5973124297 75.3750386300 99.9723510597 515.743670
323 323.000000 24.6504747525 75.3159592088 99.9664339613 516.858350
324 324.000000 24.6271448137 75.3430743091 99.9702191228 516.369180
325 325.000000 24.5749558443 75.4028931022 99.9778489465 515.274909
326 326.000000 24.5878009047 75.3886447112 99.9764456158 515.544238
327 327.000000 24.6491063701 75.3192324969 99.9683388670 516.829659
328 328.000000 24.6598457609 75.3070903063 99.9669360672 517.054837
329 329.000000 24.6029036457 75.3710906306 99.9739942764 515.860904
330 330.000000 24.5689894553 75.4092385229 99.9782279783 515.149809
331 331.000000 24.6135763863 75.3596218172 99.9731982034 516.084684
332 332.000000 24.6719962074 75.2944298279 99.9664260353 517.309601
333 333.000000 24.6584602831 75.3102294018 99.9686896849 517.025787
334 334.000000 24.6019061961 75.3747667323 99.9766729285 515.839990
335 335.000000 24.6008310893 75.3761505788 99.9769816681 515.817448
336 336.000000 24.6595344934 75.3094834627 99.9690179561 517.048310
337 337.000000 24.6809072903 75.2851306895 99.9660379798 517.496444
338 338.000000 24.6281811298 75.3442255047 99.9724066345 516.390909
339 339.000000 24.5829520710 75.3948358720 99.9777879430 515.442570
340 340.000000 24.6154976938 75.3584802905 99.9739779843 516.124969
341 341.000000 24.6769519918 75.2896815371 99.9666335289 517.413511
342 342.000000 24.6739920572 75.2933023934 99.9672944506 517.351449
343 343.000000 24.6156539576 75.3596210360 99.9752749935 516.128246
344 344.000000 24.6006699270 75.3766115863 99.9772815134 515.814069
345 345.000000 24.6540524807 75.3157629284 99.9698154091 516.933366
346 346.000000 24.6849604834 75.2804057371 99.9653662204 517.581429
347 347.000000 24.6384929098 75.3322793894 99.9707722993 516.607121
348 348.000000 24.5837506306 75.3933422483 99.9770928789 515.459313
349 349.000000 24.6030566077 75.3715910292 99.9746476369 515.864111
350 350.000000 24.6652564233 75.3017758887 99.9670323120 517.168285
351 351.000000 24.6732822664 75.2927966146 99.9660788811 517.336566
352 352.000000 24.6159243046 75.3577795179 99.9737038226 516.133914
353 353.000000 24.5877809651 75.3895347277 99.9773156928 515.543819
354 354.000000 24.6334616576 75.3372214653 99.9706831230 516.501628
355 355.000000 24.6724772340 75.2924623308 99.9649395648 517.319687
356 356.000000 24.6341106555 75.3350336406 99.9691442962 516.515236
357 357.000000 24.5720627991 75.4040943494 99.9761571485 515.214249
358 358.000000 24.5774579762 75.3977115319 99.9751695081 515.327372
359 359.000000 24.6380860946 75.3295053065 99.9675914011 516.598591
360 360.000000 24.6570629115 75.3080175963 99.9650805079 516.996487
361 361.000000 24.6034514862 75.3685647879 99.9720162741 515.872391
362 362.000000 24.5635435214 75.4135236156 99.9770671369 515.035621
363 363.000000 24.5995249477 75.3720442686 99.9715692163 515.790061
364 364.000000 24.6448893874 75.3198776178 99.9647670051 516.741239
365 365.000000 24.6161335299 75.3514432124 99.9675767423 516.138301
366 366.000000 24.5492611627 75.4257432185 99.9750043812 514.736156
367 367.000000 24.5405854189 75.4349265325 99.9755119514 514.554248
368 368.000000 24.5973479571 75.3709260358 99.9682739929 515.744415
369 369.000000 24.6267586827 75.3375683536 99.9643270363 516.361084
370 370.000000 24.5795008817 75.3907733963 99.9702742780 515.370207
371 371.000000 24.5297663827 75.4467653256 99.9765317082 514.327400
372 372.000000 24.5544856912 75.4179342545 99.9724199457 514.845701
373 373.000000 24.6041424462 75.3607041102 99.9648465564 515.886878
374 374.000000 24.5860708314 75.3800515207 99.9661223521 515.507962
375 375.000000 24.5169985766 75.4566678023 99.9736663789 514.059691
376 376.000000 24.4945809296 75.4810690636 99.9756499932 513.589650
377 377.000000 24.5452716514 75.4237670667 99.9690387181 514.652506
378 378.000000 24.5841152524 75.3797197768 99.9638350293 515.466959
379 379.000000 24.5455231718 75.4230184116 99.9685415835 514.657780
380 380.000000 24.4883372666 75.4873809072 99.9757181738 513.458736
381 381.000000 24.5007184803 75.4724634123 99.9731818926 513.718339
382 382.000000 24.5523794432 75.4127852225 99.9651646657 514.801539
383 383.000000 24.5455593754 75.4192706349 99.9648300103 514.658539
384 384.000000 24.4769331211 75.4952487238 99.9721818450 513.219619
385 385.000000 24.4415645253 75.5340013304 99.9755658556 512.478029
386 386.000000 24.4841382723 75.4857028408 99.9698411131 513.370693
387 387.000000 24.5309617822 75.4326474908 99.9636092729 514.352464
388 388.000000 24.5029464079 75.4639341999 99.9668806078 513.765053
389 389.000000 24.4410128167 75.5336348424 99.9746476592 512.466461
390 390.000000 24.4405155573 75.5332887786 99.9738043359 512.456035
391 391.000000 24.4917555667 75.4739407521 99.9656963188 513.530409
392 392.000000 24.4962133573 75.4675292014 99.9637425587 513.623877
393 393.000000 24.4305887331 75.5400062799 99.9705950130 512.247894
394 394.000000 24.3834888488 75.5917605160 99.9752493648 511.260328
395 395.000000 24.4161389935 75.5544962627 99.9706352561 511.944920
396 396.000000 24.4690985211 75.4945443124 99.9636428335 513.055348
397 397.000000 24.4530943901 75.5122551796 99.9653495697 512.719781
398 398.000000 24.3893369709 75.5840156464 99.9733526174 511.382949
399 399.000000 24.3759963145 75.5982453502 99.9742416646 511.103229
400 400.000000 24.4243690997 75.5420367528 99.9664058525 512.117484
401 401.000000 24.4395901297 75.5233047714 99.9628949011 512.436631
402 402.000000 24.3793340246 75.5896201862 99.9689542108 511.173212
403 403.000000 24.3221109367 75.6525872980 99.9746982347 509.973388
404 404.000000 24.3433451668 75.6280303094 99.9713754762 510.418617
405 405.000000 24.4002893215 75.5636284181 99.9639177396 511.612592
406 406.000000 24.3972089690 75.5667910673 99.9640000364 511.548005
407 407.000000 24.3346647956 75.6372105510 99.9718753466 510.236611
408 408.000000 24.3091171570 75.6653384928 99.9744556498 509.700941
409 409.000000 24.3522845000 75.6149639105 99.9672484105 510.606052
410 410.000000 24.3772458098 75.5850666902 99.9623125000 511.129428
411 411.000000 24.3244524907 75.6428578899 99.9673103806 510.022485
412 412.000000 24.2590543733 75.7148638258 99.9739181992 508.651251
413 413.000000 24.2677628320 75.7042551953 99.9720180273 508.833845
414 414.000000 24.3263303298 75.6380758452 99.9644061750 510.061858
415 415.000000 24.3365448391 75.6263301305 99.9628749696 510.276031
416 416.000000 24.2782589598 75.6920071512 99.9702661110 509.053923
417 417.000000 24.2417485622 75.7326688243 99.9744173865 508.288392
418 418.000000 24.2776126956 75.6905592248 99.9681719205 509.040372
419 419.000000 24.3108432149 75.6511671046 99.9620103195 509.737133
420 420.000000 24.2672651737 75.6984504104 99.9657155841 508.823411
421 421.000000 24.1959224149 75.7770005502 99.9729229651 507.327533
