step time_fs KE_kcal_mol PE_kcal_mol TE_kcal_mol T_K
52 52.000000 5.5710870587 66.1774539285 71.7485409872 116.811660
53 53.000000 5.6106077401 66.1397577558 71.7503654959 117.640309
54 54.000000 5.6663036343 66.0849950676 71.7512987019 118.808111
55 55.000000 5.7536813717 65.9968080057 71.7504893774 120.640202
56 56.000000 5.8608566233 65.8877908465 71.7486474697 122.887397
57 57.000000 5.9590654731 65.7884452283 71.7475107015 124.946589
58 58.000000 6.0280980664 65.7202000916 71.7482981580 126.394029
59 59.000000 6.0737764214 65.6764234062 71.7501998277 127.351789
60 60.000000 6.1179008467 65.6330660241 71.7509668708 128.276967
61 61.000000 6.1699012557 65.5796916457 71.7495929014 129.367285
62 62.000000 6.2143227536 65.5332972461 71.7476199997 130.298692
63 63.000000 6.2301749777 65.5169850654 71.7471600431 130.631073
64 64.000000 6.2176960286 65.5308029330 71.7484989616 130.369421
65 65.000000 6.2014849765 65.5486718516 71.7501568281 130.029516
66 66.000000 6.2091456149 65.5414128557 71.7505584706 130.190140
67 67.000000 6.2478676093 65.5014573959 71.7493250052 131.002043
68 68.000000 6.2986470445 65.4488737193 71.7475207637 132.066759
69 69.000000 6.3323069887 65.4145622770 71.7468692657 132.772524
70 70.000000 6.3347775503 65.4133599978 71.7481375481 132.824325
71 71.000000 6.3183559390 65.4316662559 71.7500221949 132.480005
72 72.000000 6.3051988647 65.4451662512 71.7503651159 132.204135
73 73.000000 6.3000195186 65.4487521007 71.7487716194 132.095537
74 74.000000 6.2849952694 65.4621059721 71.7471012414 131.780516
75 75.000000 6.2430270359 65.5040963197 71.7471233557 130.900548
76 76.000000 6.1802452857 65.5683966797 71.7486419653 129.584173
77 77.000000 6.1228123950 65.6272581976 71.7500705925 128.379950
78 78.000000 6.0940512995 65.6560238578 71.7500751572 127.776902
79 79.000000 6.0946201478 65.6539844194 71.7486045672 127.788829
80 80.000000 6.1018378393 65.6450890333 71.7469268727 127.940166
81 81.000000 6.0887592794 65.6579220857 71.7466813651 127.665942
82 82.000000 6.0479766959 65.7002766727 71.7482533686 126.810834
83 83.000000 5.9972552892 65.7527612835 71.7500165727 125.747334
84 84.000000 5.9583769107 65.7915999361 71.7499768468 124.932152
85 85.000000 5.9315555447 65.8166610644 71.7482166091 124.369776
86 86.000000 5.8962598860 65.8505068253 71.7467667113 123.629715
87 87.000000 5.8370081779 65.9100960339 71.7471042118 122.387356
88 88.000000 5.7626384196 65.9860637775 71.7487021972 120.828009
89 89.000000 5.6989864763 66.0509399832 71.7499264596 119.493388
90 90.000000 5.6654357733 66.0841923338 71.7496281071 118.789914
91 91.000000 5.6579062132 66.0900949997 71.7480012129 118.632039
92 92.000000 5.6519292207 66.0945361054 71.7464653261 118.506716
93 93.000000 5.6237720937 66.1227918831 71.7465639769 117.916332
94 94.000000 5.5723933754 66.1759405197 71.7483338951 116.839050
95 95.000000 5.5197993622 66.2300918629 71.7498912251 115.736286
96 96.000000 5.4860943465 66.2633507077 71.7494450542 115.029577
97 97.000000 5.4662654465 66.2812636804 71.7475291269 114.613814
98 98.000000 5.4368671655 66.3094383054 71.7463054708 113.997407
99 99.000000 5.3840340638 66.3629237413 71.7469578050 112.889630
100 100.000000 5.3194680248 66.4291708874 71.7486389123 111.535842
101 101.000000 5.2689874321 66.4806677213 71.7496551534 110.477392
102 102.000000 5.2482561864 66.5007796003 71.7490357867 110.042710
103 103.000000 5.2484786056 66.4987750449 71.7472536506 110.047373
104 104.000000 5.2436411120 66.5022811180 71.7459222301 109.945943
105 105.000000 5.2141190309 66.5323346666 71.7464536974 109.326939
106 106.000000 5.1661750508 66.5822434533 71.7484185041 108.321675
107 107.000000 5.1255608908 66.6240730920 71.7496339828 107.470098
108 108.000000 5.1084883260 66.6401641293 71.7486524553 107.112130
109 109.000000 5.1028076147 66.6438088350 71.7466164496 106.993019
110 110.000000 5.0827170305 66.6630716859 71.7457887165 106.571771
111 111.000000 5.0386228972 66.7082679650 71.7468908622 105.647228
112 112.000000 4.9874277516 66.7612062441 71.7486339957 104.573794
113 113.000000 4.9550228038 66.7942600942 71.7492828980 103.894344
114 114.000000 4.9513415373 66.7968448801 71.7481864173 103.817157
115 115.000000 4.9608481556 66.7854280248 71.7462761804 104.016487
116 116.000000 4.9564569494 66.7889437475 71.7454006969 103.924415
117 117.000000 4.9259141689 66.8206842963 71.7465984651 103.284010
118 118.000000 4.8854101373 66.8632460046 71.7486561419 102.434742
119 119.000000 4.8625163555 66.8866497153 71.7491660708 101.954717
120 120.000000 4.8644116903 66.8830670025 71.7474786928 101.994458
121 121.000000 4.8694570585 66.8761089121 71.7455659705 102.100246
122 122.000000 4.8528981147 66.8926004590 71.7454985738 101.753047
123 123.000000 4.8148027593 66.9323471725 71.7471499318 100.954283
124 124.000000 4.7791838529 66.9695343639 71.7487182168 100.207445
125 125.000000 4.7690541343 66.9796039290 71.7486580633 99.995050
126 126.000000 4.7840326347 66.9629358091 71.7469684437 100.309111
127 127.000000 4.8004470539 66.9447723223 71.7452193761 100.653280
128 128.000000 4.7941916281 66.9510675522 71.7452591803 100.522120
129 129.000000 4.7661974175 66.9809950191 71.7471924366 99.935152
130 130.000000 4.7427949398 67.0060399680 71.7488349079 99.444461
131 131.000000 4.7461688347 67.0019942180 71.7481630527 99.515203
132 132.000000 4.7679872243 66.9779615147 71.7459487389 99.972679
133 133.000000 4.7794339490 66.9653100943 71.7447440433 100.212688
134 134.000000 4.7649283327 66.9807956582 71.7457239910 99.908542
135 135.000000 4.7387686946 67.0088896083 71.7476583029 99.360040
136 136.000000 4.7289576272 67.0195917191 71.7485493463 99.154327
137 137.000000 4.7488481566 66.9986742821 71.7475224387 99.571381
138 138.000000 4.7843187239 66.9611936369 71.7455123609 100.315110
139 139.000000 4.8074865937 66.9370518227 71.7445384164 100.800882
140 140.000000 4.8052746685 66.9404907087 71.7457653773 100.754503
141 141.000000 4.7945809942 66.9533169321 71.7478979263 100.530284
142 142.000000 4.8040798732 66.9442796216 71.7483594949 100.729451
143 143.000000 4.8403438237 66.9061728201 71.7465166438 101.489815
144 144.000000 4.8797202206 66.8648095803 71.7445298009 102.315439
145 145.000000 4.8965259377 66.8480236278 71.7445495655 102.667812
146 146.000000 4.8921353336 66.8541893468 71.7463246804 102.575753
147 147.000000 4.8925074212 66.8554004745 71.7479078957 102.583554
148 148.000000 4.9211638539 66.8265917335 71.7477555874 103.184407
149 149.000000 4.9766506986 66.7693528897 71.7460035884 104.347827
150 150.000000 5.0344027265 66.7099419004 71.7443446269 105.558741
151 151.000000 5.0711428569 66.6734223773 71.7445652342 106.329089
152 152.000000 5.0894552302 66.6570819447 71.7465371748 106.713054
153 153.000000 5.1153400885 66.6326223461 71.7479624346 107.255794
154 154.000000 5.1677156926 66.5793091405 71.7470248331 108.353978
155 155.000000 5.2350721413 66.5096899162 71.7447620576 109.766273
156 156.000000 5.2889599715 66.4547353087 71.7436952801 110.896165
157 157.000000 5.3171682145 66.4276004712 71.7447686857 111.487621
158 158.000000 5.3369962992 66.4096560923 71.7466523916 111.903366
159 159.000000 5.3772405052 66.3702219013 71.7474624066 112.747186
160 160.000000 5.4509468855 66.2955251007 71.7464719862 114.292623
161 161.000000 5.5443317447 66.2002761221 71.7446078668 116.250668
162 162.000000 5.6302191881 66.1134847336 71.7437039217 118.051511
163 163.000000 5.6942601774 66.0505140706 71.7447742480 119.394290
164 164.000000 5.7488220617 65.9978283265 71.7466503882 120.538315
165 165.000000 5.8174762194 65.9295540757 71.7470302951 121.977820
166 166.000000 5.9054666094 65.8398226753 71.7452892847 123.822756
167 167.000000 5.9919760833 65.7513174171 71.7432935004 125.636642
168 168.000000 6.0541566124 65.6888773472 71.7430339596 126.940411
169 169.000000 6.0932402916 65.6512350065 71.7444752981 127.759897
170 170.000000 6.1340463822 65.6119708113 71.7460171935 128.615498
171 171.000000 6.2021077524 65.5441150733 71.7462228257 130.042574
172 172.000000 6.3020747695 65.4428412337 71.7449160033 132.138630
173 173.000000 6.4146259492 65.3285971070 71.7432230561 134.498545
174 174.000000 6.5130578706 65.2296405521 71.7426984227 136.562414
175 175.000000 6.5858957274 65.1579492212 71.7438449487 138.089641
176 176.000000 6.6444841707 65.1008346852 71.7453188559 139.318093
177 177.000000 6.7060746539 65.0391716887 71.7452463426 140.609490
178 178.000000 6.7703778012 64.9731094709 71.7434872721 141.957765
179 179.000000 6.8179532633 64.9238576820 71.7418109453 142.955303
180 180.000000 6.8325391268 64.9092113575 71.7417504843 143.261131
181 181.000000 6.8205069595 64.9225757703 71.7430827298 143.008847
182 182.000000 6.8070769171 64.9373350801 71.7444119972 142.727253
183 183.000000 6.8157492477 64.9288041175 71.7445533652 142.909090
184 184.000000 6.8502152436 64.8931354203 71.7433506639 143.631755
185 185.000000 6.8918027741 64.8499302310 71.7417330051 144.503741
186 186.000000 6.9136505271 64.8274467749 71.7410973020 144.961833
187 187.000000 6.9015933055 64.8405079062 71.7421012118 144.709023
188 188.000000 6.8641819191 64.8795865218 71.7437684409 143.924601
189 189.000000 6.8205926158 64.9237096263 71.7443022421 143.010643
190 190.000000 6.7779528517 64.9651881318 71.7431409835 142.116595
191 191.000000 6.7241469572 65.0174874802 71.7416344375 140.988421
192 192.000000 6.6445434848 65.0968451925 71.7413886772 139.319336
193 193.000000 6.5421764063 65.2003846530 71.7425610593 137.172957
194 194.000000 6.4390963348 65.3048859661 71.7439823010 135.011627
195 195.000000 6.3592984960 65.3850877730 71.7443862690 133.338468
196 196.000000 6.3098842213 65.4334963518 71.7433805731 132.302375
197 197.000000 6.2753378325 65.4663885273 71.7417263598 131.578024
198 198.000000 6.2294083496 65.5114796125 71.7408879621 130.614998
199 199.000000 6.1568984326 65.5849091541 71.7418075868 129.094648
200 200.000000 6.0671158656 65.6765912087 71.7437070743 127.212134
201 201.000000 5.9835696801 65.7610301008 71.7445997810 125.460381
202 202.000000 5.9181025277 65.8254353929 71.7435379206 124.087700
203 203.000000 5.8585464435 65.8832415846 71.7417880282 122.838959
204 204.000000 5.7846832677 65.9565652895 71.7412485572 121.290234
205 205.000000 5.6928463810 66.0494888334 71.7423352144 119.364646
206 206.000000 5.6014788404 66.1423625779 71.7438414183 117.448899
207 207.000000 5.5341981462 66.2101021560 71.7443003022 116.038192
208 208.000000 5.4984640940 66.2447387619 71.7432028559 115.288939
209 209.000000 5.4782561538 66.2631359925 71.7413921463 114.865229
210 210.000000 5.4469876443 66.2935347486 71.7405223930 114.209608
211 211.000000 5.3915001386 66.3500827976 71.7415829362 113.046174
212 212.000000 5.3253825919 66.4181786964 71.7435612883 111.659856
213 213.000000 5.2747889793 66.4694405068 71.7442294862 110.599035
214 214.000000 5.2489957505 66.4937882738 71.7427840243 110.058216
215 215.000000 5.2299032956 66.5109853062 71.7408886018 109.657896
216 216.000000 5.1935701600 66.5470061909 71.7405763509 108.896081
217 217.000000 5.1373479540 66.6046379136 71.7419858676 107.717243
218 218.000000 5.0823582630 66.6611978161 71.7435560791 106.564248
219 219.000000 5.0519016356 66.6918255314 71.7437271670 105.925649
220 220.000000 5.0489172862 66.6933312941 71.7422485803 105.863075
221 221.000000 5.0525217298 66.6878887105 71.7404104403 105.938651
222 222.000000 5.0370928956 66.7029719869 71.7400648825 105.615147
223 223.000000 4.9981887838 66.7435405460 71.7417293299 104.799426
224 224.000000 4.9586152715 66.7849868361 71.7436021075 103.969669
225 225.000000 4.9436581096 66.7997682591 71.7434263687 103.656055
226 226.000000 4.9514967590 66.7898668642 71.7413636232 103.820412
227 227.000000 4.9553399575 66.7844620000 71.7398019575 103.900994
228 228.000000 4.9348297242 66.8055289313 71.7403586555 103.470946
229 229.000000 4.8983658959 66.8438775652 71.7422434611 102.706392
230 230.000000 4.8731120577 66.8703542116 71.7434662693 102.176882
231 231.000000 4.8770442905 66.8657721218 71.7428164123 102.259331
232 232.000000 4.9013518526 66.8395015823 71.7408534349 102.769000
233 233.000000 4.9187649374 66.8207432319 71.7395081693 103.134108
234 234.000000 4.9111293234 66.8291930944 71.7403224178 102.974009
235 235.000000 4.8899332051 66.8525805327 71.7425137378 102.529579
236 236.000000 4.8847146766 66.8587576146 71.7434722913 102.420160
237 237.000000 4.9084793993 66.8334699222 71.7419493215 102.918446
238 238.000000 4.9416465209 66.7980947079 71.7397412287 103.613877
239 239.000000 4.9554743760 66.7838558313 71.7393302073 103.903813
240 240.000000 4.9452780285 66.7956840489 71.7409620773 103.690021
241 241.000000 4.9347148701 66.8080671597 71.7427820298 103.468538
242 242.000000 4.9504066583 66.7925619827 71.7429686409 103.797555
243 243.000000 4.9956333216 66.7457038404 71.7413371620 104.745845
244 244.000000 5.0475299943 66.6919507383 71.7394807326 105.833987
245 245.000000 5.0800818474 66.6593246203 71.7394064678 106.516517
246 246.000000 5.0918432313 66.6494923444 71.7413355757 106.763124
247 247.000000 5.1081193308 66.6349079835 71.7430273143 107.104393
248 248.000000 5.1510853826 66.5912407137 71.7423260964 108.005283
249 249.000000 5.2120855610 66.5279156965 71.7400012575 109.284303
250 250.000000 5.2616839733 66.4770399921 71.7387239654 110.324256
251 251.000000 5.2846503601 66.4550782620 71.7397286221 110.805804
252 252.000000 5.2970368316 66.4446959890 71.7417328206 111.065517
253 253.000000 5.3289858259 66.4136938995 71.7426797254 111.735407
254 254.000000 5.3952235023 66.3464724871 71.7416959893 113.124244
255 255.000000 5.4819131382 66.2578243171 71.7397374553 114.941907
256 256.000000 5.5604652057 66.1783308454 71.7387960511 116.588946
257 257.000000 5.6158870629 66.1240863317 71.7399733946 117.751003
258 258.000000 5.6617636503 66.0802122059 71.7419758562 118.712919
259 259.000000 5.7230831332 66.0192439197 71.7423270529 119.998634
260 260.000000 5.8045165040 65.9359459093 71.7404624133 121.706087
261 261.000000 5.8834409335 65.8550359536 71.7384768871 123.360933
262 262.000000 5.9368505290 65.8015758408 71.7384263698 124.480798
263 263.000000 5.9683421673 65.7717477839 71.7400899512 125.141098
264 264.000000 6.0051808371 65.7364767664 71.7416576035 125.913512
265 265.000000 6.0725107440 65.6691583632 71.7416691072 127.325251
266 266.000000 6.1714813062 65.5686645912 71.7401458974 129.400414
267 267.000000 6.2791554581 65.4593425869 71.7384980449 131.658070
268 268.000000 6.3691593699 65.3692020909 71.7383614608 133.545225
269 269.000000 6.4352048990 65.3047032597 71.7399081587 134.930034
270 270.000000 6.4940559792 65.2472889250 71.7413449043 136.163993
271 271.000000 6.5627650456 65.1780850339 71.7408500795 137.604649
272 272.000000 6.6358543959 65.1029977694 71.7388521652 139.137148
273 273.000000 6.6907868628 65.0466779600 71.7374648228 140.288943
274 274.000000 6.7147530296 65.0231828569 71.7379358865 140.791454
275 275.000000 6.7206092364 65.0189330612 71.7395422977 140.914244
276 276.000000 6.7363649863 65.0043245445 71.7406895308 141.244602
277 277.000000 6.7816874838 64.9586983144 71.7403857982 142.194900
278 278.000000 6.8526398296 64.8862413842 71.7388812138 143.682592
279 279.000000 6.9252600893 64.8121902798 71.7374503690 145.205256
280 280.000000 6.9746953555 64.7627323891 71.7374277447 146.241789
281 281.000000 6.9949223070 64.7439549628 71.7388772698 146.665898
282 282.000000 7.0006093403 64.7396348068 71.7402441471 146.785140
283 283.000000 7.0076136680 64.7323438633 71.7399575313 146.932003
284 284.000000 7.0132787080 64.7250376377 71.7383163457 147.050785
285 285.000000 7.0000572947 64.7370382258 71.7370955205 146.773565
286 286.000000 6.9577011100 64.7797526599 71.7374537699 145.885463
287 287.000000 6.8977511373 64.8411427073 71.7388938445 144.628463
288 288.000000 6.8459443976 64.8941103018 71.7400546993 143.542206
289 289.000000 6.8220904012 64.9178629131 71.7399533143 143.042048
290 290.000000 6.8251395623 64.9134972103 71.7386367726 143.105981
291 291.000000 6.8339984484 64.9031585556 71.7371570040 143.291730
292 292.000000 6.8236500268 64.9132196641 71.7368696909 143.074749
293 293.000000 6.7852479044 64.9529352557 71.7381831601 142.269554
294 294.000000 6.7323623001 65.0074853839 71.7398476840 141.160676
295 295.000000 6.6849368231 65.0551589330 71.7400957561 140.166283
296 296.000000 6.6466980135 65.0920040346 71.7387020481 139.364511
297 297.000000 6.6021118212 65.1351388463 71.7372506675 138.429651
298 298.000000 6.5363093269 65.2009184070 71.7372277339 137.049939
299 299.000000 6.4541193021 65.2844002441 71.7385195462 135.326621
300 300.000000 6.3780623272 65.3617616630 71.7398239902 133.731898
301 301.000000 6.3294996912 65.4104456398 71.7399453309 132.713662
302 302.000000 6.3108884756 65.4277988211 71.7386872967 132.323431
303 303.000000 6.3030823395 65.4339401748 71.7370225143 132.159756
304 304.000000 6.2802515615 65.4562157325 71.7364672940 131.681053
305 305.000000 6.2320227630 65.5056763400 71.7376991031 130.669816
306 306.000000 6.1728411131 65.5666920964 71.7395332095 129.428926
307 307.000000 6.1260670593 65.6138762135 71.7399432727 128.448192
308 308.000000 6.0975921926 65.6408652865 71.7384574791 127.851146
309 309.000000 6.0696616155 65.6671026668 71.7367642823 127.265512
310 310.000000 6.0225036317 65.7141267866 71.7366304183 126.276728
311 311.000000 5.9575735999 65.7804426046 71.7380162045 124.915309
312 312.000000 5.8971086523 65.8423260623 71.7394347146 123.647511
313 313.000000 5.8631312563 65.8763637505 71.7394950068 122.935091
314 314.000000 5.8571663093 65.8808559573 71.7380222666 122.810021
315 315.000000 5.8579600888 65.8782820980 71.7362421868 122.826664
316 316.000000 5.8398438530 65.8960494114 71.7358932644 122.446812
317 317.000000 5.7973649803 65.9401143978 71.7374793781 121.556138
318 318.000000 5.7515363940 65.9877826157 71.7393190097 120.595228
319 319.000000 5.7269405003 66.0122939222 71.7392344224 120.079514
320 320.000000 5.7232764311 66.0140064782 71.7372829092 120.002687
321 321.000000 5.7160671617 66.0196345299 71.7357016916 119.851527
322 322.000000 5.6858241858 66.0502935098 71.7361176957 119.217408
323 323.000000 5.6401315191 66.0977537314 71.7378852505 118.259348
324 324.000000 5.6053768576 66.1337414595 71.7391183171 117.530630
325 325.000000 5.6002042042 66.1383644209 71.7385686251 117.422173
326 326.000000 5.6174006536 66.1192472947 71.7366479482 117.782739
327 327.000000 5.6302003650 66.1049682441 71.7351686091 118.051117
328 328.000000 5.6184432230 66.1173117780 71.7357550010 117.804599
329 329.000000 5.5905286763 66.1473550849 71.7378837612 117.219301
330 330.000000 5.5753477798 66.1637034371 71.7390512169 116.900996
331 331.000000 5.5889696403 66.1487873920 71.7377570323 117.186612
332 332.000000 5.6152571597 66.1202479424 71.7355051020 117.737795
333 333.000000 5.6254018841 66.1094278405 71.7348297246 117.950505
334 334.000000 5.6116112497 66.1246502902 71.7362615399 117.661350
335 335.000000 5.5951399362 66.1429710033 71.7381109394 117.315988
336 336.000000 5.6033564586 66.1351218003 71.7384782589 117.488268
337 337.000000 5.6424710120 66.0944948756 71.7369658876 118.308401
338 338.000000 5.6916925085 66.0433062738 71.7349987823 119.340452
339 339.000000 5.7239165329 66.0107239463 71.7346404792 120.016109
340 340.000000 5.7344060823 66.0020004679 71.7364065502 120.236048
341 341.000000 5.7469169834 65.9913452390 71.7382622224 120.498370
342 342.000000 5.7862625640 65.9515844525 71.7378470165 121.323348
343 343.000000 5.8478080075 65.8877473025 71.7355553099 122.613801
344 344.000000 5.9027013122 65.8313164414 71.7340177536 123.764775
345 345.000000 5.9322903639 65.8024758263 71.7347661902 124.385183
346 346.000000 5.9491511068 65.7875975917 71.7367486985 124.738710
347 347.000000 5.9832709591 65.7545995161 71.7378704752 125.454118
348 348.000000 6.0522411641 65.6848192056 71.7370603697 126.900249
349 349.000000 6.1452715855 65.5898227320 71.7350943175 128.850863
350 350.000000 6.2343303345 65.4996154550 71.7339457895 130.718200
351 351.000000 6.3022500992 65.4326626223 71.7349127214 132.142306
352 352.000000 6.3603862165 65.3765470763 71.7369332928 133.361274
353 353.000000 6.4343659334 65.3031242547 71.7374901881 134.912443
354 354.000000 6.5317401116 65.2039834871 71.7357235986 136.954134
355 355.000000 6.6313007123 65.1022728042 71.7335735164 139.041669
356 356.000000 6.7080633403 65.0251991175 71.7332624578 140.651188
357 357.000000 6.7624149462 64.9723909279 71.7348058740 141.790804
358 358.000000 6.8204316416 64.9160211129 71.7364527545 143.007268
359 359.000000 6.9090475872 64.8275896597 71.7366372470 144.865321
360 360.000000 7.0326350738 64.7025897412 71.7352248150 147.456639
361 361.000000 7.1704379641 64.5630706744 71.7335086386 150.346019
362 362.000000 7.2954132929 64.4377223463 71.7331356391 152.966436
363 363.000000 7.3980009623 64.3364530221 71.7344539843 155.117441
364 364.000000 7.4916643947 64.2441887427 71.7358531374 157.081328
365 365.000000 7.5927212856 64.1427357830 71.7354570686 159.200236
366 366.000000 7.6970506811 64.0363960032 71.7334466843 161.387761
367 367.000000 7.7825405669 63.9492755126 71.7318160795 163.180268
368 368.000000 7.8342181457 63.8977399715 71.7319581172 164.263817
369 369.000000 7.8618437257 63.8715307104 71.7333744362 164.843056
370 370.000000 7.8923152239 63.8422589075 71.7345741314 165.481966
371 371.000000 7.9475651885 63.7869313289 71.7344965174 166.640419
372 372.000000 8.0280847370 63.7050915940 71.7331763310 168.328711
373 373.000000 8.1130672987 63.6185613024 71.7316286011 170.110581
374 374.000000 8.1757968776 63.5553376469 71.7311345245 171.425862
375 375.000000 8.2030046754 63.5291157599 71.7321204354 171.996341
376 376.000000 8.2020796606 63.5314567739 71.7335364345 171.976946
377 377.000000 8.1884582151 63.5453538953 71.7338121104 171.691338
378 378.000000 8.1661275902 63.5665144328 71.7326420231 171.223122
379 379.000000 8.1236652566 63.6076589390 71.7313241956 170.332793
380 380.000000 8.0501034651 63.6811011331 71.7312045982 168.790388
381 381.000000 7.9514525062 63.7808712676 71.7323237738 166.721926
382 382.000000 7.8501873789 63.8834557672 71.7336431461 164.598651
383 383.000000 7.7697382316 63.9643472230 71.7340854546 162.911835
384 384.000000 7.7181764255 64.0151131139 71.7332895393 161.830714
385 385.000000 7.6828066276 64.0490175313 71.7318241588 161.089099
386 386.000000 7.6392478305 64.0916484950 71.7308963255 160.175780
387 387.000000 7.5698639290 64.1615974075 71.7314613365 158.720975
388 388.000000 7.4779106365 64.2552473298 71.7331579663 156.792946
389 389.000000 7.3831815373 64.3511834685 71.7343650058 154.806715
390 390.000000 7.3010464093 64.4328328255 71.7338792349 153.084549
391 391.000000 7.2268870804 64.5054466886 71.7323337689 151.529614
392 392.000000 7.1438098176 64.5876042881 71.7314141056 149.787693
393 393.000000 7.0440563661 64.6879035942 71.7319599603 147.696115
394 394.000000 6.9398155163 64.7934890131 71.7333045293 145.510447
395 395.000000 6.8536551108 64.8804881031 71.7341432139 143.703880
396 396.000000 6.7994906758 64.9341627685 71.7336534443 142.568189
397 397.000000 6.7704667693 64.9616108029 71.7320775722 141.959630
398 398.000000 6.7430713082 64.9875775328 71.7306488409 141.385217
399 399.000000 6.6957562049 65.0349610393 71.7307172442 140.393138
400 400.000000 6.6281311310 65.1042107897 71.7323419207 138.975211
401 401.000000 6.5613651169 65.1724752171 71.7338403340 137.575296
402 402.000000 6.5155236654 65.2179734972 71.7334971626 136.614116
403 403.000000 6.4871235831 65.2445427075 71.7316662905 136.018638
404 404.000000 6.4535921192 65.2767507041 71.7303428232 135.315567
405 405.000000 6.3993081694 65.3314813033 71.7307894727 134.177370
406 406.000000 6.3327609417 65.3995907632 71.7323517049 132.782042
407 407.000000 6.2778575871 65.4555457759 71.7334033630 131.630857
408 408.000000 6.2508078293 65.4820615457 71.7328693750 131.063692
409 409.000000 6.2445288398 65.4865447330 71.7310735728 130.932037
410 410.000000 6.2338681679 65.4957278185 71.7295959863 130.708510
411 411.000000 6.1987153825 65.5312702285 71.7299856110 129.971444
412 412.000000 6.1451052618 65.5868592920 71.7319645539 128.847375
413 413.000000 6.1003440136 65.6329491034 71.7332931170 127.908845
414 414.000000 6.0828306882 65.6494888925 71.7323195807 127.541634
415 415.000000 6.0805505756 65.6495936443 71.7301442198 127.493826
416 416.000000 6.0654299049 65.6637805869 71.7292104918 127.176784
417 417.000000 6.0258097649 65.7045550914 71.7303648563 126.346049
418 418.000000 5.9786904930 65.7535267905 71.7322172835 125.358077
419 419.000000 5.9511200219 65.7817281478 71.7328481697 124.779993
420 420.000000 5.9528809651 65.7786945157 71.7315754808 124.816916
421 421.000000 5.9666953212 65.7628410538 71.7295363750 125.106568
